56,0.488482
35,0.488482
29,0.488482
27,0.488482
82,0.0869393
66,0.0869393
46,0.0869393
32,0.0869393
20,0.0869393
152,0.00763254
151,0.00763254
149,0.00763254
148,0.00763254
147,0.00763254
146,0.00763254
145,0.00763254
144,0.00763254
143,0.00763254
142,0.00763254
140,0.00763254
139,0.00763254
138,0.00763254
137,0.00763254
136,0.00763254
133,0.00763254
131,0.00763254
130,0.00763254
129,0.00763254
128,0.00763254
127,0.00763254
126,0.00763254
125,0.00763254
124,0.00763254
123,0.00763254
122,0.00763254
121,0.00763254
120,0.00763254
119,0.00763254
118,0.00763254
117,0.00763254
116,0.00763254
115,0.00763254
114,0.00763254
112,0.00763254
111,0.00763254
110,0.00763254
109,0.00763254
108,0.00763254
107,0.00763254
106,0.00763254
105,0.00763254
104,0.00763254
103,0.00763254
102,0.00763254
101,0.00763254
100,0.00763254
99,0.00763254
98,0.00763254
97,0.00763254
96,0.00763254
95,0.00763254
93,0.00763254
92,0.00763254
91,0.00763254
90,0.00763254
89,0.00763254
88,0.00763254
87,0.00763254
86,0.00763254
85,0.00763254
84,0.00763254
83,0.00763254
81,0.00763254
80,0.00763254
79,0.00763254
78,0.00763254
77,0.00763254
75,0.00763254
74,0.00763254
73,0.00763254
72,0.00763254
71,0.00763254
70,0.00763254
69,0.00763254
68,0.00763254
67,0.00763254
65,0.00763254
64,0.00763254
63,0.00763254
62,0.00763254
61,0.00763254
59,0.00763254
58,0.00763254
57,0.00763254
55,0.00763254
53,0.00763254
52,0.00763254
51,0.00763254
50,0.00763254
49,0.00763254
48,0.00763254
47,0.00763254
45,0.00763254
44,0.00763254
43,0.00763254
42,0.00763254
41,0.00763254
40,0.00763254
39,0.00763254
38,0.00763254
37,0.00763254
36,0.00763254
34,0.00763254
33,0.00763254
31,0.00763254
30,0.00763254
28,0.00763254
26,0.00763254
25,0.00763254
24,0.00763254
23,0.00763254
22,0.00763254
21,0.00763254
19,0.00763254
18,0.00763254
17,0.00763254
16,0.00763254
15,0.00763254
14,0.00763254
13,0.00763254
12,0.00763254
11,0.00763254
10,0.00763254
9,0.00763254
8,0.00763254
7,0.00763254
6,0.00763254
5,0.00763254
4,0.00763254
3,0.00763254
2,0.00763254
1,0.00763254
153,0.000119258
150,0.000119258
141,0.000119258
132,0.000119258
113,0.000119258
94,0.000119258
76,0.000119258
60,0.000119258
54,0.000119258
