27,11978
56,10430
55,7618
35,7286
32,7102
20,6908
116,5992
117,5782
26,5780
33,5748
25,5670
34,5632
29,5610
118,5568
24,5562
23,5456
22,5352
119,5350
21,5248
120,5128
30,5128
121,4902
95,4902
31,4902
82,4858
66,4812
122,4672
96,4672
123,4438
97,4438
19,4426
18,4208
124,4200
98,4200
46,4076
133,4028
17,3988
125,3958
99,3958
43,3844
28,3802
16,3766
44,3728
126,3712
100,3712
45,3614
15,3540
57,3506
127,3462
101,3462
14,3310
128,3208
102,3208
83,3208
13,3076
129,2950
103,2950
84,2950
40,2950
12,2838
130,2688
104,2688
85,2688
67,2688
41,2688
11,2598
142,2422
105,2422
86,2422
68,2422
42,2422
10,2356
143,2152
106,2152
87,2152
69,2152
61,2152
47,2152
9,2110
136,2086
144,1878
107,1878
88,1878
77,1878
70,1878
62,1878
48,1878
36,1878
8,1860
137,1732
7,1606
145,1600
108,1600
89,1600
78,1600
71,1600
63,1600
49,1600
37,1600
138,1482
6,1348
146,1318
109,1318
90,1318
79,1318
72,1318
64,1318
50,1318
38,1318
139,1252
5,1088
140,1038
147,1032
110,1032
91,1032
80,1032
73,1032
65,1032
51,1032
39,1032
115,878
4,826
114,768
151,742
148,742
111,742
92,742
81,742
74,742
58,742
52,742
1,662
3,604
2,562
152,448
149,448
131,448
112,448
93,448
75,448
59,448
53,448
153,150
150,150
141,150
132,150
113,150
94,150
76,150
60,150
54,150
