27,0.0742393
32,0.072079
28,0.0720289
55,0.0716532
26,0.0711721
33,0.0708182
56,0.0703547
25,0.0692347
29,0.0689977
34,0.0686047
95,0.068085
24,0.067327
35,0.0671783
136,0.0660648
30,0.0659857
23,0.065649
141,0.0654112
43,0.0651714
137,0.0644031
22,0.0642968
44,0.0636426
96,0.0634298
31,0.0633499
40,0.0631882
116,0.0629986
21,0.062525
45,0.0624043
20,0.0620063
133,0.0606248
57,0.0600722
41,0.0595751
97,0.059569
19,0.0595286
36,0.0587568
117,0.0587183
46,0.0586292
66,0.0582699
82,0.0579541
118,0.0566104
18,0.056605
98,0.0562765
42,0.0559155
83,0.055503
47,0.0553301
77,0.0545184
17,0.0544361
99,0.0542117
67,0.0539945
37,0.0538514
61,0.0534464
119,0.0532872
48,0.0532578
16,0.05203
100,0.0519021
120,0.0517169
84,0.0516933
78,0.0516062
38,0.0510379
15,0.0503276
62,0.0502687
49,0.0496714
68,0.049621
85,0.0493007
121,0.0492129
79,0.0492095
14,0.0485788
101,0.0483824
39,0.0482401
138,0.0478873
86,0.0477984
122,0.0472672
63,0.0472386
69,0.0470771
50,0.0468578
13,0.0467404
80,0.0464383
123,0.0458506
58,0.0458395
87,0.0458213
12,0.0451953
102,0.0451218
70,0.0450694
51,0.0448944
124,0.044603
64,0.0443589
81,0.0443328
88,0.0440816
59,0.043625
103,0.0434266
52,0.0433681
11,0.0430615
71,0.0429835
131,0.0427342
125,0.0424378
89,0.0420873
65,0.0420558
60,0.042019
10,0.0416285
72,0.0413865
53,0.0410908
90,0.0409832
126,0.0408185
104,0.0405191
9,0.0401748
151,0.0400529
132,0.0399782
91,0.0395925
73,0.039535
54,0.0394191
127,0.0392626
139,0.0389405
105,0.0386872
8,0.0386692
92,0.0383579
74,0.0379428
128,0.037771
152,0.0373961
7,0.0370417
93,0.0367009
106,0.0366469
153,0.0362384
75,0.0360246
140,0.0356285
129,0.0354452
6,0.0353181
107,0.0350715
94,0.0350269
76,0.0344362
5,0.0343518
130,0.0341971
115,0.0338278
4,0.0334565
114,0.0331138
142,0.0330284
1,0.0327416
3,0.0324839
2,0.0323612
108,0.0322173
143,0.0309294
144,0.0300599
109,0.0299557
110,0.0291945
145,0.0291347
111,0.0281613
146,0.0278255
112,0.0271151
147,0.0268745
113,0.0260676
148,0.0258957
149,0.0250668
150,0.0240127
